Source,Source City,Source Country,Target,Target City,Target Country,Weight
FNC,Funchal,Portugal,PXO,Porto Santo,Portugal,9864
PXO,Porto Santo,Portugal,FNC,Funchal,Portugal,9864
AEP,Buenos Aires,Argentina,MVD,Montevideo,Uruguay,1463
MVD,Montevideo,Uruguay,AEP,Buenos Aires,Argentina,1463
AEP,Buenos Aires,Argentina,ROS,Rosario (AR),Argentina,2261
ROS,Rosario (AR),Argentina,AEP,Buenos Aires,Argentina,2337
AEP,Buenos Aires,Argentina,PDP,Punta del Este,Uruguay,2413
PDP,Punta del Este,Uruguay,AEP,Buenos Aires,Argentina,2337
SFN,Santa Fe (AR),Argentina,ROS,Rosario (AR),Argentina,76
AEP,Buenos Aires,Argentina,MDQ,Mar del Plata,Argentina,3458
AEP,Buenos Aires,Argentina,SFN,Santa Fe (AR),Argentina,1900
MDQ,Mar del Plata,Argentina,AEP,Buenos Aires,Argentina,3477
SFN,Santa Fe (AR),Argentina,AEP,Buenos Aires,Argentina,1824
SOV,Seldovia,USA,KEB,Nanwalek,USA,144
HOM,Homer,USA,SOV,Seldovia,USA,184
SOV,Seldovia,USA,HOM,Homer,USA,40
PGM,Port Graham,USA,HOM,Homer,USA,144
KEB,Nanwalek,USA,PGM,Port Graham,USA,144
AET,Allakaket,USA,AKP,Anaktuvuk Pass,USA,36
ANC,Anchorage,USA,GAL,Galena,USA,513
ANI,Aniak,USA,SHX,Shageluk,USA,243
BTI,Barter Island,USA,FAI,Fairbanks,USA,513
BTI,Barter Island,USA,SCC,Prudhoe Bay/Deadhorse,USA,513
FAI,Fairbanks,USA,BTI,Barter Island,USA,513
ANI,Aniak,USA,RSH,Russian Mission,USA,243
ANC,Anchorage,USA,ANI,Aniak,USA,1102
ANI,Aniak,USA,ANC,Anchorage,USA,589
ANI,Aniak,USA,HCR,Holy Cross,USA,522
ANI,Aniak,USA,BET,Bethel,USA,513
GAL,Galena,USA,ANC,Anchorage,USA,513
SHX,Shageluk,USA,ANI,Aniak,USA,522
AET,Allakaket,USA,FAI,Fairbanks,USA,90
AIN,Wainwright,USA,BRW,Barrow,USA,243
ANI,Aniak,USA,KLG,Kalskag,USA,243
FAI,Fairbanks,USA,FYU,Fort Yukon,USA,950
FYU,Fort Yukon,USA,FAI,Fairbanks,USA,950
ANC,Anchorage,USA,DLG,Dillingham,USA,589
DLG,Dillingham,USA,ANC,Anchorage,USA,589
GAL,Galena,USA,KYU,Koyukuk,USA,243
KYU,Koyukuk,USA,GAL,Galena,USA,243
NUI,Nuiqsut,USA,SCC,Prudhoe Bay/Deadhorse,USA,513
RBY,Ruby,USA,TAL,Tanana,USA,243
SCC,Prudhoe Bay/Deadhorse,USA,NUI,Nuiqsut,USA,513
TAL,Tanana,USA,RBY,Ruby,USA,243
BRW,Barrow,USA,NUI,Nuiqsut,USA,513
NUI,Nuiqsut,USA,BRW,Barrow,USA,513
RSH,Russian Mission,USA,KLG,Kalskag,USA,243
FAI,Fairbanks,USA,TAL,Tanana,USA,243
SCC,Prudhoe Bay/Deadhorse,USA,BTI,Barter Island,USA,513
TAL,Tanana,USA,FAI,Fairbanks,USA,243
AIN,Wainwright,USA,PIZ,Point Lay,USA,243
AKP,Anaktuvuk Pass,USA,FAI,Fairbanks,USA,153
FAI,Fairbanks,USA,AKP,Anaktuvuk Pass,USA,117
GAL,Galena,USA,HSL,Huslia,USA,513
GAL,Galena,USA,NUL,Nulato,USA,589
HSL,Huslia,USA,GAL,Galena,USA,513
KAL,Kaltag,USA,NUL,Nulato,USA,513
AIN,Wainwright,USA,ATK,Atqasuk,USA,243
ATK,Atqasuk,USA,BRW,Barrow,USA,243
PIZ,Point Lay,USA,BRW,Barrow,USA,243
KLG,Kalskag,USA,BET,Bethel,USA,243
ANV,Anvik,USA,KGX,Grayling,USA,522
HCR,Holy Cross,USA,ANI,Aniak,USA,279
KGX,Grayling,USA,ANV,Anvik,USA,279
ANC,Anchorage,USA,FAI,Fairbanks,USA,2717
FAI,Fairbanks,USA,AET,Allakaket,USA,126
FAI,Fairbanks,USA,ANC,Anchorage,USA,2717
KGX,Grayling,USA,SHX,Shageluk,USA,522
ANC,Anchorage,USA,BET,Bethel,USA,589
BET,Bethel,USA,ANC,Anchorage,USA,1102
BET,Bethel,USA,ANI,Aniak,USA,243
FAI,Fairbanks,USA,GAL,Galena,USA,1102
GAL,Galena,USA,FAI,Fairbanks,USA,1102
GAL,Galena,USA,KAL,Kaltag,USA,513
KAL,Kaltag,USA,GAL,Galena,USA,589
BRW,Barrow,USA,AIN,Wainwright,USA,729
GAL,Galena,USA,RBY,Ruby,USA,243
KLG,Kalskag,USA,ANI,Aniak,USA,243
KYU,Koyukuk,USA,NUL,Nulato,USA,243
NUL,Nulato,USA,KAL,Kaltag,USA,243
NUL,Nulato,USA,KYU,Koyukuk,USA,243
ANV,Anvik,USA,HCR,Holy Cross,USA,279
HCR,Holy Cross,USA,ANV,Anvik,USA,522
NUL,Nulato,USA,GAL,Galena,USA,513
NUL,Nulato,USA,KAL,Kaltag,USA,589
SHX,Shageluk,USA,KGX,Grayling,USA,279
RBY,Ruby,USA,GAL,Galena,USA,243
ESD,Eastsound,USA,LPS,Lopez Island,USA,744
LPS,Lopez Island,USA,ESD,Eastsound,USA,744
FRD,Friday Harbor,USA,LPS,Lopez Island,USA,744
LPS,Lopez Island,USA,FRD,Friday Harbor,USA,744
BFI,Seattle,USA,FRD,Friday Harbor,USA,992
FRD,Friday Harbor,USA,BFI,Seattle,USA,992
ABJ,Abidjan,Cote D'Ivoire,OUA,Ouagadougou,Burkina Faso,1168
LFW,Lome,Togo,OUA,Ouagadougou,Burkina Faso,1098
NIM,Niamey,Niger,OUA,Ouagadougou,Burkina Faso,949
OUA,Ouagadougou,Burkina Faso,NIM,Niamey,Niger,949
COO,Cotonou,Benin,LFW,Lome,Togo,1098
LFW,Lome,Togo,COO,Cotonou,Benin,488
ABJ,Abidjan,Cote D'Ivoire,BOY,Bobo Dioulasso,Burkina Faso,657
BKO,Bamako,Mali,OUA,Ouagadougou,Burkina Faso,292
BOY,Bobo Dioulasso,Burkina Faso,ABJ,Abidjan,Cote D'Ivoire,657
BKO,Bamako,Mali,DKR,Dakar,Senegal,292
DKR,Dakar,Senegal,BKO,Bamako,Mali,292
LFW,Lome,Togo,COO,Cotonou,Benin,292
OUA,Ouagadougou,Burkina Faso,ABJ,Abidjan,Cote D'Ivoire,1533
COO,Cotonou,Benin,OUA,Ouagadougou,Burkina Faso,292
COO,Cotonou,Benin,OUA,Ouagadougou,Burkina Faso,488
OUA,Ouagadougou,Burkina Faso,COO,Cotonou,Benin,1098
ABJ,Abidjan,Cote D'Ivoire,BKO,Bamako,Mali,365
BOY,Bobo Dioulasso,Burkina Faso,OUA,Ouagadougou,Burkina Faso,1241
BKO,Bamako,Mali,OUA,Ouagadougou,Burkina Faso,1586
OUA,Ouagadougou,Burkina Faso,BKO,Bamako,Mali,1586
OUA,Ouagadougou,Burkina Faso,LFW,Lome,Togo,488
OUA,Ouagadougou,Burkina Faso,LFW,Lome,Togo,292
OUA,Ouagadougou,Burkina Faso,BKO,Bamako,Mali,292
ABJ,Abidjan,Cote D'Ivoire,NIM,Niamey,Niger,657
BKO,Bamako,Mali,DKR,Dakar,Senegal,1586
DKR,Dakar,Senegal,BKO,Bamako,Mali,1586
NIM,Niamey,Niger,ABJ,Abidjan,Cote D'Ivoire,657
OUA,Ouagadougou,Burkina Faso,BOY,Bobo Dioulasso,Burkina Faso,1241
GYE,Guayaquil,Ecuador,SCY,San Cristobal Island,Ecuador,2028
SCY,San Cristobal Island,Ecuador,GYE,Guayaquil,Ecuador,1248
LGQ,Lago Agrio,Ecuador,UIO,Quito,Ecuador,360
UIO,Quito,Ecuador,LGQ,Lago Agrio,Ecuador,360
GYE,Guayaquil,Ecuador,UIO,Quito,Ecuador,9828
UIO,Quito,Ecuador,GYE,Guayaquil,Ecuador,9828
BUD,Budapest,Hungary,KIV,Chisinau,Moldova Republic of,2046
KIV,Chisinau,Moldova Republic of,BUD,Budapest,Hungary,2046
DNK,Dnipropetrovsk,Ukraine,KBP,Kiev,Ukraine,320
KBP,Kiev,Ukraine,DNK,Dnipropetrovsk,Ukraine,320
DME,Moscow,Russian Federation,DNK,Dnipropetrovsk,Ukraine,416
DNK,Dnipropetrovsk,Ukraine,DME,Moscow,Russian Federation,416
BCD,Bacolod,Philippines,CEB,Cebu,Philippines,3782
CEB,Cebu,Philippines,DVO,Davao,Philippines,3782
CEB,Cebu,Philippines,ILO,Ilo-Ilo,Philippines,3782
DVO,Davao,Philippines,CEB,Cebu,Philippines,3782
ILO,Ilo-Ilo,Philippines,CEB,Cebu,Philippines,3782
CGY,Cagayan de Oro,Philippines,MNL,Manila,Philippines,3782
CEB,Cebu,Philippines,BCD,Bacolod,Philippines,3782
DGT,Dumaguete,Philippines,MNL,Manila,Philippines,7564
MNL,Manila,Philippines,DGT,Dumaguete,Philippines,7564
CEB,Cebu,Philippines,GES,General Santos,Philippines,3782
GES,General Santos,Philippines,CEB,Cebu,Philippines,3782
MNL,Manila,Philippines,PPS,Puerto Princesa,Philippines,3782
PPS,Puerto Princesa,Philippines,MNL,Manila,Philippines,3782
ILO,Ilo-Ilo,Philippines,MNL,Manila,Philippines,11346
MNL,Manila,Philippines,ILO,Ilo-Ilo,Philippines,11346
MNL,Manila,Philippines,TUG,Tuguegarao,Philippines,1586
TUG,Tuguegarao,Philippines,MNL,Manila,Philippines,1586
CEB,Cebu,Philippines,MNL,Manila,Philippines,11346
KLO,Kalibo,Philippines,MNL,Manila,Philippines,2196
MNL,Manila,Philippines,CEB,Cebu,Philippines,11346
MNL,Manila,Philippines,KLO,Kalibo,Philippines,2196
MNL,Manila,Philippines,SJI,San Jose (PH),Philippines,1098
MNL,Manila,Philippines,ZAM,Zamboanga,Philippines,3782
SJI,San Jose (PH),Philippines,MNL,Manila,Philippines,1098
ZAM,Zamboanga,Philippines,MNL,Manila,Philippines,3782
MNL,Manila,Philippines,CGY,Cagayan de Oro,Philippines,3782
BCD,Bacolod,Philippines,MNL,Manila,Philippines,3782
DVO,Davao,Philippines,MNL,Manila,Philippines,5856
MNL,Manila,Philippines,BCD,Bacolod,Philippines,3782
MNL,Manila,Philippines,DVO,Davao,Philippines,5856
ELH,North Eleuthera,Bahamas,FLL,Fort Lauderdale,USA,279
FLL,Fort Lauderdale,USA,ELH,North Eleuthera,Bahamas,279
FLL,Fort Lauderdale,USA,MHH,Marsh Harbour,Bahamas,558
MHH,Marsh Harbour,Bahamas,FLL,Fort Lauderdale,USA,558
FLL,Fort Lauderdale,USA,TCB,Treasure Cay,Bahamas,558
TCB,Treasure Cay,Bahamas,FLL,Fort Lauderdale,USA,558
RTM,Rotterdam,Netherlands,INN,Innsbruck,Austria,124
INN,Innsbruck,Austria,ANR,Antwerp,Belgium,124
HAJ,Hanover,Germany,INN,Innsbruck,Austria,527
INN,Innsbruck,Austria,HAJ,Hanover,Germany,527
ANR,Antwerp,Belgium,RTM,Rotterdam,Netherlands,248
HAJ,Hanover,Germany,RTM,Rotterdam,Netherlands,279
RTM,Rotterdam,Netherlands,HAJ,Hanover,Germany,279
GRZ,Graz,Austria,HAJ,Hanover,Germany,279
GRZ,Graz,Austria,OLB,Olbia,Italy,124
OLB,Olbia,Italy,GRZ,Graz,Austria,124
GRZ,Graz,Austria,INN,Innsbruck,Austria,1333
INN,Innsbruck,Austria,GRZ,Graz,Austria,1333
INN,Innsbruck,Austria,OLB,Olbia,Italy,124
OLB,Olbia,Italy,INN,Innsbruck,Austria,124
HAJ,Hanover,Germany,GRZ,Graz,Austria,279
BFV,Buri Ram,Thailand,BKK,Bangkok,Thailand,1100
BKK,Bangkok,Thailand,BFV,Buri Ram,Thailand,1100
BKK,Bangkok,Thailand,MAQ,Mae Sot,Thailand,1550
CEI,Chiang Rai,Thailand,CNX,Chiang Mai,Thailand,4650
CNX,Chiang Mai,Thailand,CEI,Chiang Rai,Thailand,4650
MAQ,Mae Sot,Thailand,BKK,Bangkok,Thailand,1550
PRH,Phrae,Thailand,NNT,Nan,Thailand,1550
BKK,Bangkok,Thailand,PRH,Phrae,Thailand,1550
NNT,Nan,Thailand,BKK,Bangkok,Thailand,1550
BKK,Bangkok,Thailand,CJM,Chumphon,Thailand,323
CJM,Chumphon,Thailand,BKK,Bangkok,Thailand,323
CNX,Chiang Mai,Thailand,NNT,Nan,Thailand,850
NNT,Nan,Thailand,CNX,Chiang Mai,Thailand,850
CNX,Chiang Mai,Thailand,PHS,Phitsanulok,Thailand,700
PHS,Phitsanulok,Thailand,CNX,Chiang Mai,Thailand,700
BKK,Bangkok,Thailand,NAK,Nakhon Ratchasima,Thailand,1550
NAK,Nakhon Ratchasima,Thailand,BKK,Bangkok,Thailand,2700
NAW,Narathiwat,Thailand,BKK,Bangkok,Thailand,1550
BKK,Bangkok,Thailand,LOE,Loei,Thailand,323
CNX,Chiang Mai,Thailand,MAQ,Mae Sot,Thailand,850
LOE,Loei,Thailand,BKK,Bangkok,Thailand,323
MAQ,Mae Sot,Thailand,CNX,Chiang Mai,Thailand,850
SZX,Shenzhen,China,XZM,Macao,China,1488
XZM,Macao,China,SZX,Shenzhen,China,1488
KTB,Thorne Bay,USA,KTN,Ketchikan,USA,434
KTN,Ketchikan,USA,KTB,Thorne Bay,USA,434
HYL,Hollis,USA,KLW,Klawock,USA,434
KLW,Klawock,USA,HYL,Hollis,USA,434
HYL,Hollis,USA,KTN,Ketchikan,USA,434
KTN,Ketchikan,USA,HYL,Hollis,USA,434
CGA,Craig,USA,KLW,Klawock,USA,434
KLW,Klawock,USA,CGA,Craig,USA,434
YWG,Winnipeg,Canada,YXE,Saskatoon,Canada,3627
YEG,Edmonton,Canada,YYC,Calgary,Canada,3627
YVR,Vancouver,Canada,YXE,Saskatoon,Canada,3627
YXE,Saskatoon,Canada,YVR,Vancouver,Canada,3627
YYC,Calgary,Canada,YEG,Edmonton,Canada,3627
YOW,Ottawa,Canada,YWG,Winnipeg,Canada,6786
YWG,Winnipeg,Canada,YOW,Ottawa,Canada,6786
YXE,Saskatoon,Canada,YWG,Winnipeg,Canada,3627
YVR,Vancouver,Canada,YYC,Calgary,Canada,3627
YYC,Calgary,Canada,YVR,Vancouver,Canada,3627
YUL,Montreal,Canada,YWG,Winnipeg,Canada,7254
YWG,Winnipeg,Canada,YUL,Montreal,Canada,7254
YXX,Abbotsford,Canada,YYC,Calgary,Canada,6318
YYC,Calgary,Canada,YXX,Abbotsford,Canada,6318
YVR,Vancouver,Canada,YWG,Winnipeg,Canada,10881
YWG,Winnipeg,Canada,YVR,Vancouver,Canada,10881
YEG,Edmonton,Canada,YVR,Vancouver,Canada,27612
YVR,Vancouver,Canada,YEG,Edmonton,Canada,27612
YXU,London (CA),Canada,YYC,Calgary,Canada,3627
YYC,Calgary,Canada,YXU,London (CA),Canada,3627
YEG,Edmonton,Canada,YWG,Winnipeg,Canada,7254
YWG,Winnipeg,Canada,YEG,Edmonton,Canada,7254
YWG,Winnipeg,Canada,YYC,Calgary,Canada,16731
YYC,Calgary,Canada,YWG,Winnipeg,Canada,16731
YEG,Edmonton,Canada,YYJ,Victoria (CA),Canada,3042
YYC,Calgary,Canada,YYJ,Victoria (CA),Canada,7722
YYJ,Victoria (CA),Canada,YEG,Edmonton,Canada,3042
YYJ,Victoria (CA),Canada,YYC,Calgary,Canada,7722
AKP,Anaktuvuk Pass,USA,FAI,Fairbanks,USA,112
FYU,Fort Yukon,USA,FAI,Fairbanks,USA,184
KYU,Koyukuk,USA,HSL,Huslia,USA,184
RBY,Ruby,USA,KAL,Kaltag,USA,368
BTT,Bettles,USA,AKP,Anaktuvuk Pass,USA,112
FAI,Fairbanks,USA,LMA,Lake Minchumina,USA,184
GAL,Galena,USA,RBY,Ruby,USA,184
HUS,Hughes,USA,HSL,Huslia,USA,184
FAI,Fairbanks,USA,HUS,Hughes,USA,184
HSL,Huslia,USA,FAI,Fairbanks,USA,368
KAL,Kaltag,USA,NUL,Nulato,USA,368
WBQ,Beaver,USA,VEE,Venetie,USA,184
TAL,Tanana,USA,RBY,Ruby,USA,184
NUL,Nulato,USA,KYU,Koyukuk,USA,368
FAI,Fairbanks,USA,BTT,Bettles,USA,112
FAI,Fairbanks,USA,TAL,Tanana,USA,184
VEE,Venetie,USA,FYU,Fort Yukon,USA,184
EAA,Eagle,USA,FAI,Fairbanks,USA,400
FAI,Fairbanks,USA,EAA,Eagle,USA,400
FAI,Fairbanks,USA,WBQ,Beaver,USA,184
KYU,Koyukuk,USA,GAL,Galena,USA,184
LMA,Lake Minchumina,USA,FAI,Fairbanks,USA,184
BRN,Berne,Switzerland,THF,Berlin,Germany,1890
EBA,Elba Island,Italy,MUC,Munich,Germany,216
BRN,Berne,Switzerland,CDG,Paris,France,1674
CDG,Paris,France,BRN,Berne,Switzerland,1674
MUC,Munich,Germany,EBA,Elba Island,Italy,216
THF,Berlin,Germany,BRN,Berne,Switzerland,1890
BRN,Berne,Switzerland,VIE,Vienna,Austria,1458
VIE,Vienna,Austria,BRN,Berne,Switzerland,1458
FLL,Fort Lauderdale,USA,MIA,Miami,USA,95
IEV,Kiev,Ukraine,ZAG,Zagreb,Croatia,192
ZAG,Zagreb,Croatia,IEV,Kiev,Ukraine,192
IST,Istanbul,Turkey,KWG,Krivoy Rog,Ukraine,432
KWG,Krivoy Rog,Ukraine,IST,Istanbul,Turkey,432
CUR,Curacao,Netherlands Antilles,BON,Bonaire,Netherlands Antilles,300
AUA,Aruba,Aruba,BON,Bonaire,Netherlands Antilles,315
BON,Bonaire,Netherlands Antilles,AUA,Aruba,Aruba,465
AUA,Aruba,Aruba,LSP,Las Piedras,Venezuela,1395
LSP,Las Piedras,Venezuela,AUA,Aruba,Aruba,1395
AUA,Aruba,Aruba,CUR,Curacao,Netherlands Antilles,1800
CUR,Curacao,Netherlands Antilles,AUA,Aruba,Aruba,1650
DME,Moscow,Russian Federation,KVD,Ganja,Azerbaijan,5084
KVD,Ganja,Azerbaijan,DME,Moscow,Russian Federation,5084
KVD,Ganja,Azerbaijan,LED,St Petersburg,Russian Federation,656
LED,St Petersburg,Russian Federation,KVD,Ganja,Azerbaijan,656
DUB,Dublin,Ireland Republic of,IOM,Isle of Man,UK,1254
IOM,Isle of Man,UK,DUB,Dublin,Ireland Republic of,1254
EMA,Nottingham,UK,IOM,Isle of Man,UK,513
IOM,Isle of Man,UK,EMA,Nottingham,UK,513
EDI,Edinburgh,UK,IOM,Isle of Man,UK,1026
IOM,Isle of Man,UK,EDI,Edinburgh,UK,1026
IOM,Isle of Man,UK,LPL,Liverpool,UK,3154
LPL,Liverpool,UK,IOM,Isle of Man,UK,3154
ASJ,Amami O Shima,Japan,KOJ,Kagoshima,Japan,1984
ASJ,Amami O Shima,Japan,OKE,Okino Erabu,Japan,1116
FUK,Fukuoka,Japan,TKS,Tokushima,Japan,3968
KOJ,Kagoshima,Japan,ASJ,Amami O Shima,Japan,1984
HIW,Hiroshima,Japan,KOJ,Kagoshima,Japan,4464
KOJ,Kagoshima,Japan,HIW,Hiroshima,Japan,4464
KOJ,Kagoshima,Japan,OKE,Okino Erabu,Japan,3968
KOJ,Kagoshima,Japan,TNE,Tanegashima,Japan,2232
OKE,Okino Erabu,Japan,KOJ,Kagoshima,Japan,3968
TNE,Tanegashima,Japan,KOJ,Kagoshima,Japan,2232
KOJ,Kagoshima,Japan,RNJ,Yoronjima,Japan,2880
RNJ,Yoronjima,Japan,KOJ,Kagoshima,Japan,2880
KOJ,Kagoshima,Japan,KUM,Yakushima,Japan,12800
KOJ,Kagoshima,Japan,TAK,Takamatsu,Japan,1116
KUM,Yakushima,Japan,KOJ,Kagoshima,Japan,12800
TAK,Takamatsu,Japan,KOJ,Kagoshima,Japan,1116
FUK,Fukuoka,Japan,TAK,Takamatsu,Japan,1116
TAK,Takamatsu,Japan,FUK,Fukuoka,Japan,1116
KOJ,Kagoshima,Japan,OKE,Okino Erabu,Japan,1116
OKE,Okino Erabu,Japan,KOJ,Kagoshima,Japan,1116
OKE,Okino Erabu,Japan,ASJ,Amami O Shima,Japan,1116
OKE,Okino Erabu,Japan,RNJ,Yoronjima,Japan,1116
RNJ,Yoronjima,Japan,OKE,Okino Erabu,Japan,1116
TKS,Tokushima,Japan,FUK,Fukuoka,Japan,3968
FUK,Fukuoka,Japan,KCZ,Kochi (JP),Japan,5952
KCZ,Kochi (JP),Japan,FUK,Fukuoka,Japan,5952
KOJ,Kagoshima,Japan,MYJ,Matsuyama,Japan,1116
KOJ,Kagoshima,Japan,TNE,Tanegashima,Japan,6848
MYJ,Matsuyama,Japan,KOJ,Kagoshima,Japan,1116
TNE,Tanegashima,Japan,KOJ,Kagoshima,Japan,6848
FUK,Fukuoka,Japan,IZO,Izumo,Japan,1116
ITM,Osaka,Japan,KOJ,Kagoshima,Japan,2294
IZO,Izumo,Japan,FUK,Fukuoka,Japan,1116
KOJ,Kagoshima,Japan,ITM,Osaka,Japan,2294
ITM,Osaka,Japan,IZO,Izumo,Japan,1280
IZO,Izumo,Japan,ITM,Osaka,Japan,1280
ITM,Osaka,Japan,IZO,Izumo,Japan,7548
ITM,Osaka,Japan,MMJ,Matsumoto,Japan,2294
ITM,Osaka,Japan,MYJ,Matsuyama,Japan,4588
IZO,Izumo,Japan,ITM,Osaka,Japan,7548
KMI,Miyazaki,Japan,OKJ,Okayama,Japan,1116
MMJ,Matsumoto,Japan,ITM,Osaka,Japan,2294
MYJ,Matsuyama,Japan,ITM,Osaka,Japan,4588
OKJ,Okayama,Japan,KMI,Miyazaki,Japan,1116
KKX,Kikaiga Shima,Japan,KOJ,Kagoshima,Japan,2232
KMI,Miyazaki,Japan,MYJ,Matsuyama,Japan,1116
KOJ,Kagoshima,Japan,KKX,Kikaiga Shima,Japan,2232
MYJ,Matsuyama,Japan,KMI,Miyazaki,Japan,1116
KMI,Miyazaki,Japan,NGS,Nagasaki,Japan,2232
NGS,Nagasaki,Japan,KMI,Miyazaki,Japan,2232
ASJ,Amami O Shima,Japan,KKX,Kikaiga Shima,Japan,3348
KKX,Kikaiga Shima,Japan,ASJ,Amami O Shima,Japan,3348
ITM,Osaka,Japan,TJH,Toyooka,Japan,2232
KOJ,Kagoshima,Japan,OKJ,Okayama,Japan,2232
OKJ,Okayama,Japan,KOJ,Kagoshima,Japan,2232
TJH,Toyooka,Japan,ITM,Osaka,Japan,2232
ITM,Osaka,Japan,TNE,Tanegashima,Japan,1116
TNE,Tanegashima,Japan,ITM,Osaka,Japan,1116
ASJ,Amami O Shima,Japan,TKN,Tokunoshima,Japan,2232
FUK,Fukuoka,Japan,KOJ,Kagoshima,Japan,2232
KOJ,Kagoshima,Japan,FUK,Fukuoka,Japan,2232
TKN,Tokunoshima,Japan,ASJ,Amami O Shima,Japan,2232
ITM,Osaka,Japan,OKI,Oki Island,Japan,2736
IZO,Izumo,Japan,OKI,Oki Island,Japan,1116
OKI,Oki Island,Japan,ITM,Osaka,Japan,2736
OKI,Oki Island,Japan,IZO,Izumo,Japan,1116
FUK,Fukuoka,Japan,KOJ,Kagoshima,Japan,1984
FUK,Fukuoka,Japan,MYJ,Matsuyama,Japan,1116
KOJ,Kagoshima,Japan,FUK,Fukuoka,Japan,1984
MYJ,Matsuyama,Japan,FUK,Fukuoka,Japan,1116
KTM,Kathmandu,Nepal,MWP,Mountain,Nepal,682
BDP,Bhadrapur,Nepal,KTM,Kathmandu,Nepal,1426
KTM,Kathmandu,Nepal,BDP,Bhadrapur,Nepal,1426
KTM,Kathmandu,Nepal,SIF,Simara,Nepal,2852
SIF,Simara,Nepal,KTM,Kathmandu,Nepal,2852
BIR,Biratnagar,Nepal,KTM,Kathmandu,Nepal,5060
BWA,Bhairawa,Nepal,KTM,Kathmandu,Nepal,1426
KTM,Kathmandu,Nepal,BIR,Biratnagar,Nepal,5060
KTM,Kathmandu,Nepal,BWA,Bhairawa,Nepal,1426
KTM,Kathmandu,Nepal,MWP,Mountain,Nepal,4278
PAT,Patna,India,KTM,Kathmandu,Nepal,644
KEP,Nepalganj,Nepal,KTM,Kathmandu,Nepal,682
KTM,Kathmandu,Nepal,KEP,Nepalganj,Nepal,682
KTM,Kathmandu,Nepal,VNS,Varanasi,India,644
KTM,Kathmandu,Nepal,PAT,Patna,India,187
KTM,Kathmandu,Nepal,PKR,Pokhara,Nepal,341
PAT,Patna,India,KTM,Kathmandu,Nepal,187
PKR,Pokhara,Nepal,KTM,Kathmandu,Nepal,341
KTM,Kathmandu,Nepal,PKR,Pokhara,Nepal,4278
PKR,Pokhara,Nepal,KTM,Kathmandu,Nepal,4278
BWA,Bhairawa,Nepal,KTM,Kathmandu,Nepal,341
KTM,Kathmandu,Nepal,BWA,Bhairawa,Nepal,341
BET,Bethel,USA,HPB,Hooper Bay,USA,140
BET,Bethel,USA,WTL,Tuntutuliak,USA,140
GAM,Gambell,USA,WAA,Wales,USA,270
WAA,Wales,USA,GAM,Gambell,USA,270
BET,Bethel,USA,EEK,Eek,USA,130
KPN,Kipnuk,USA,CYF,Chefornak,USA,140
OME,Nome,USA,SVA,Savoonga,USA,410
SVA,Savoonga,USA,OME,Nome,USA,270
WWT,Newtok,USA,NME,Nightmute,USA,130
ELI,Elim,USA,OME,Nome,USA,410
OME,Nome,USA,WMO,White Mountain,USA,410
CYF,Chefornak,USA,BET,Bethel,USA,140
GNU,Goodnews Bay,USA,PTU,Platinum,USA,130
KKH,Kongiganak,USA,KWK,Kwigillingok,USA,140
VAK,Chevak,USA,BET,Bethel,USA,140
WTL,Tuntutuliak,USA,KKH,Kongiganak,USA,140
GAM,Gambell,USA,OME,Nome,USA,140
GAM,Gambell,USA,SVA,Savoonga,USA,270
KWN,Quinhagak,USA,GNU,Goodnews Bay,USA,130
SVA,Savoonga,USA,GAM,Gambell,USA,410
WAA,Wales,USA,OME,Nome,USA,130
OOK,Toksook Bay,USA,TNK,Tununak,USA,130
HPB,Hooper Bay,USA,SCM,Scammon Bay,USA,140
OME,Nome,USA,TLA,Teller,USA,400
TLA,Teller,USA,KTS,Teller Mission,USA,670
TNK,Tununak,USA,BET,Bethel,USA,130
NME,Nightmute,USA,OOK,Toksook Bay,USA,130
OME,Nome,USA,SHH,Shishmaref,USA,270
SCM,Scammon Bay,USA,VAK,Chevak,USA,140
SHH,Shishmaref,USA,OME,Nome,USA,270
KWK,Kwigillingok,USA,KPN,Kipnuk,USA,140
SHH,Shishmaref,USA,WAA,Wales,USA,400
WAA,Wales,USA,SHH,Shishmaref,USA,270
KTS,Teller Mission,USA,OME,Nome,USA,270
KTS,Teller Mission,USA,SHH,Shishmaref,USA,130
KTS,Teller Mission,USA,WMO,White Mountain,USA,270
EEK,Eek,USA,KWN,Quinhagak,USA,130
DIO,Diomede Island,USA,OME,Nome,USA,270
OME,Nome,USA,DIO,Diomede Island,USA,270
BET,Bethel,USA,WWT,Newtok,USA,130
GLV,Golovin,USA,ELI,Elim,USA,680
PTU,Platinum,USA,BET,Bethel,USA,130
WMO,White Mountain,USA,GLV,Golovin,USA,680
ELI,Elim,USA,TLA,Teller,USA,270
CTG,Cartagena,Colombia,MTR,Monteria,Colombia,1628
MGN,Magangue,Colombia,CTG,Cartagena,Colombia,851
MTR,Monteria,Colombia,CTG,Cartagena,Colombia,777
NVA,Neiva,Colombia,FLA,Florencia,Colombia,700
FLA,Florencia,Colombia,NVA,Neiva,Colombia,3293
MTR,Monteria,Colombia,CTG,Cartagena,Colombia,250
NVA,Neiva,Colombia,FLA,Florencia,Colombia,2627
SMR,Santa Marta,Colombia,BAQ,Barranquilla,Colombia,450
IBE,Ibague,Colombia,NVA,Neiva,Colombia,2331
NVA,Neiva,Colombia,IBE,Ibague,Colombia,296
